ID,Plataforma,fecha,Usuario_ID_Anonimizado,texto_original,texto_modelo,texto_agresivo,clase,label,subclase,Grupos_Afectados,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,n_chars,n_palabras,n_emojis,n_menciones,n_hashtags,n_jerga,origen,plantilla_id
2261,Facebook,2026-06-22,USER_2261,Por que creo que no se benderia como el resto que le an regalado todos los juegos Argentina,Por que creo que no se benderia como el resto que le an regalado todos los juegos Argentina,por que creo que no se benderia como el resto que le an regalado todos los juegos argentina,No Tóxico,0,,Personas argentinas,SI,SI,NO,91,18,0,0,0,0,real,
570,Facebook,2026-07-14,USER_570,Solo psicólogos???... Hubiese llevado a trabajadores sociales tambien,Solo psicólogos???... Hubiese llevado a trabajadores sociales tambien,solo psicologos hubiese llevado a trabajadores sociales tambien,No Tóxico,0,,,NO,NO,SÍ,69,8,0,0,0,0,real,
2858,X,2026-07-07,USER_2858,"Después son los que más lloran, hijos de inmigrantes de mierda","Después son los que más lloran, hijos de inmigrantes de mierda",despues son los que mas lloran hijos de inmigrantes de mierda,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,62,11,0,0,0,2,real,
2092,Facebook,2026-06-09,USER_2092,Tu bieja estupida ridicula payasa con esa boca de sapo comes bieja guerriyera maldita bieja ablando pura mierda,Tu bieja estupida ridicula payasa con esa boca de sapo comes bieja guerriyera maldita bieja ablando pura mierda,tu bieja estupida ridicula payasa con esa boca de sapo comes bieja guerriyera maldita bieja ablando pura mierda,Lenguaje Ofensivo,1,Insulto Directo,Persona individual,NO,NO,NO,111,18,0,0,0,4,real,
1417,Facebook,2026-06-14,USER_1417,Como les pega las nuevas pendejadas qué se inventan ..van con las viejas ...,Como les pega las nuevas pendejadas qué se inventan ..van con las viejas ...,como les pega las nuevas pendejadas que se inventan van con las viejas,Lenguaje Ofensivo,1,Insulto Directo,Opositores Políticos,SÍ,NO,SÍ,76,14,0,0,0,1,real,
2977,X,2026-06-12,USER_2977,dios que negros de mierda que somos por favor. mencanta,dios que negros de mierda que somos por favor. mencanta,dios que negros de mierda que somos por favor mencanta,No Tóxico,0,,Personas negras o racializadas,NO,NO,NO,55,10,0,0,0,2,real,
SYN-0786,X,,SINTETICO,Qué mierda de servicio dan aquí 🖕,Qué mierda de servicio dan aquí :dedo_corazón_hacia_arriba:,que mierda de servicio dan aqui,Lenguaje Ofensivo,1,Palabras Obscenas,,NO,NO,NO,33,7,1,0,0,1,sintetico_emoji_ofensivo,OF-EMO-0018
SYN-0584,X,,SINTETICO,Si te veo ⚰️ en la calle no respondo,Si te veo :ataúd: en la calle no respondo,si te veo en la calle no respondo,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,36,9,1,0,0,0,sintetico_emoji_amenaza,AM-EMO-0084
2609,X,2026-07-01,USER_2609,Sudacas de mierda TERCERMUNDISTAS,Sudacas de mierda TERCERMUNDISTAS,sudacas de mierda tercermundistas,Discurso de Odio,2,Xenofobia,Personas latinoamericanas,NO,NO,NO,33,4,0,0,0,1,real,
214,X,2026-07-14,USER_214,"@tokkamak y yo les hacemos atenta invitación a esta exposición, cuya curaduría es obra nuestra. #MujerssSV #CulturaSV @EfemeridesSV @UESoficial","@usuario y yo les hacemos atenta invitación a esta exposición, cuya curaduría es obra nuestra. #MujerssSV #CulturaSV @usuario @usuario",usuario y yo les hacemos atenta invitacion a esta exposicion cuya curaduria es obra nuestra mujersssv culturasv usuario usuario,No Tóxico,0,,,NO,NO,NO,143,19,0,3,2,0,real,
2277,Facebook,2026-07-21,USER_2277,Argentinos al enterarse que la pueden empeñar pa comprar comida,Argentinos al enterarse que la pueden empeñar pa comprar comida,argentinos al enterarse que la pueden empenar pa comprar comida,Discurso de Odio,2,Estigmatización Nacional,Argentinos,NO,NO,NO,63,10,0,0,0,0,real,
SYN-1007,Facebook,,SINTETICO,👴👻 Los viejos solo vienen a quitarnos el trabajo,:anciano: :fantasma: Los viejos solo vienen a quitarnos el trabajo,los viejos solo vienen a quitarnos el trabajo,Discurso de Odio,2,Estigmatización cultural,,NO,NO,NO,48,9,2,0,0,0,sintetico_relleno_emoji,RELL-0127
SYN-0652,Facebook,,SINTETICO,Lo van a mat4r a ese,Lo van a mat4r a ese,lo van a mat r a ese,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,20,6,0,0,0,1,sintetico_amenaza_ofuscada,AM-OFU-0022
2174,Facebook,2026-06-27,USER_2174,Brandon Moliro argentina equipo chico!!,Brandon Moliro argentina equipo chico!!,brandon moliro argentina equipo chico,No Tóxico,0,,Personas argentinas,SI,SI,NO,39,5,0,0,0,0,real,
2164,Facebook,2026-07-06,USER_2164,Joel Ohlin Chile existe?,Joel Ohlin Chile existe?,joel ohlin chile existe,No Tóxico,0,,Personas argentinas,SI,SI,NO,24,4,0,0,0,0,real,
208,X,2026-07-14,USER_208,"#ElSalvador el país de la ""chambonada"". #ElSalvadorAvanza","#ElSalvador el país de la ""chambonada"". #ElSalvadorAvanza",elsalvador el pais de la chambonada elsalvadoravanza,No Tóxico,0,,,SÍ,NO,SÍ,57,7,0,0,2,0,real,
SYN-0335,X,,SINTETICO,🐀 Los haitianos solo vienen a quitarnos el trabajo,:rata: Los haitianos solo vienen a quitarnos el trabajo,los haitianos solo vienen a quitarnos el trabajo,Discurso de Odio,2,Xenofobia,,NO,NO,NO,50,9,1,0,0,0,sintetico_emoji_odio,OD-EMO-0014
SYN-0387,X,,SINTETICO,así son todos los indígenas 🦶,así son todos los indígenas :pie:,asi son todos los indigenas,Discurso de Odio,2,Estigmatización cultural,,NO,NO,NO,29,6,1,0,0,0,sintetico_emoji_odio,OD-EMO-0066
3029,X,2026-06-05,USER_3029,"No vienen ni de visita porque no tienen guita. El país tiene plata, ustedes son unos indios de mierda que no pueden viajar más de 6 hs de vuelo","No vienen ni de visita porque no tienen guita. El país tiene plata, ustedes son unos indios de mierda que no pueden viajar más de 6 hs de vuelo",no vienen ni de visita porque no tienen guita el pais tiene plata ustedes son unos indios de mierda que no pueden viajar mas de hs de vuelo,Discurso de Odio,2,Racismo,Personas latinoamericanas,NO,NO,NO,143,29,0,0,0,3,real,
135,X,2026-07-13,USER_135,Hoy Principios de La Catación: Catación para Coffee Shops. http:// academiabaristapro.com #ElSalvador #catacion #cafesv,Hoy Principios de La Catación: Catación para Coffee Shops. http:// academiabaristapro.com #ElSalvador #catacion #cafesv,hoy principios de la catacion catacion para coffee shops http academiabaristapro com elsalvador catacion cafesv,No Tóxico,0,,,NO,NO,NO,119,14,0,0,3,0,real,
SYN-0959,Facebook,,SINTETICO,🏳️‍🌈🤨 Esa gente no merece los mismos derechos que nosotros,:bandera_blanca: :arcoíris: :cara_con_ceja_alzada: Esa gente no merece los mismos derechos que nosotros,esa gente no merece los mismos derechos que nosotros,Discurso de Odio,2,Estigmatización cultural,,NO,NO,NO,58,10,2,0,0,0,sintetico_relleno_emoji,RELL-0079
291,X,2026-07-14,USER_291,Primero Dios no pierda ese brazo y que salga con bien de todo esto. Ojala regresará la. Sombra negra o algun grupo de exterminio que no les de aguas hasta eliminar a esos mareros de m13rd4,Primero Dios no pierda ese brazo y que salga con bien de todo esto. Ojala regresará la. Sombra negra o algun grupo de exterminio que no les de aguas hasta eliminar a esos mareros de m13rd4,primero dios no pierda ese brazo y que salga con bien de todo esto ojala regresara la sombra negra o algun grupo de exterminio que no les de aguas hasta eliminar a esos mareros de m rd,Amenazas/Violencia,3,Deseo de Daño,Pandilleros/Mareros,NO,NO,NO,188,36,0,0,0,4,real,
SYN-0345,Facebook,,SINTETICO,Miren a los judíos como se comportan 🇮🇱🤢,Miren a los judíos como se comportan :bandera_israel: :cara_de_náuseas:,miren a los judios como se comportan,Discurso de Odio,2,Estigmatización nacional,,NO,NO,NO,40,8,2,0,0,0,sintetico_emoji_odio,OD-EMO-0024
SYN-0623,X,,SINTETICO,Ya está marcado ese maje 🔫,Ya está marcado ese maje :pistola:,ya esta marcado ese maje,Amenazas/Violencia,3,Amenaza Implícita,,NO,NO,NO,26,6,1,0,0,1,sintetico_emoji_amenaza,AM-EMO-0123
1779,X,2026-06-07,USER_1779,Este mierda 💩 no se cuando lo van a poner en su puesto ya aburre este hijueputa con sus payasadas,Este mierda :caca_con_ojos: no se cuando lo van a poner en su puesto ya aburre este hijueputa con sus payasadas,este mierda no se cuando lo van a poner en su puesto ya aburre este hijueputa con sus payasadas,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,97,20,1,0,0,3,real,
296,X,2026-07-14,USER_296,"Aquí en la paz, Guadalupe la Zorra se formaron grupos de exterminio y se acabaron todos los mareros! Y todo volvió a la normalidad nuevamente! Es la única opción que hay! Prevenir y eliminar","Aquí en la paz, Guadalupe la Zorra se formaron grupos de exterminio y se acabaron todos los mareros! Y todo volvió a la normalidad nuevamente! Es la única opción que hay! Prevenir y eliminar",aqui en la paz guadalupe la zorra se formaron grupos de exterminio y se acabaron todos los mareros y todo volvio a la normalidad nuevamente es la unica opcion que hay prevenir y eliminar,Amenazas/Violencia,3,Apología de Violencia,Pandilleros/Mareros,NO,NO,NO,190,34,0,0,0,2,real,
467,X,2026-07-14,USER_467,"Y porque todavía este demonio viejo tiene PPI ? déjenlo solo , ya estas basuras tóxicas deberían de estar o bajo tierra o preso junto con los mareros .","Y porque todavía este demonio viejo tiene PPI ? déjenlo solo , ya estas basuras tóxicas deberían de estar o bajo tierra o preso junto con los mareros .",y porque todavia este demonio viejo tiene ppi dejenlo solo ya estas basuras toxicas deberian de estar o bajo tierra o preso junto con los mareros,Amenazas/Violencia,3,Deseo de Daño,Individuo y Pandilleros,NO,NO,NO,151,29,0,0,0,3,real,
SYN-0540,Facebook,,SINTETICO,"Bien hecho que lo mataron, 🔫 uno menos","Bien hecho que lo mataron, :pistola: uno menos",bien hecho que lo mataron uno menos,Amenazas/Violencia,3,Celebración de Violencia,,NO,NO,NO,38,8,1,0,0,1,sintetico_emoji_amenaza,AM-EMO-0040
1409,Facebook,2026-06-14,USER_1409,ESTOS MALDITOS PUPUSITORES NO HAY DE DONDE SACAR RAJA,ESTOS MALDITOS PUPUSITORES NO HAY DE DONDE SACAR RAJA,estos malditos pupusitores no hay de donde sacar raja,Lenguaje Ofensivo,1,Insulto Directo,Simpatizantes Gobierno,NO,NO,SÍ,53,9,0,0,0,0,real,
SYN-0076,Facebook,,SINTETICO,Ya salieron las notas y me fue bien 🥰,Ya salieron las notas y me fue bien :cara_sonriendo_con_corazones:,ya salieron las notas y me fue bien,No Tóxico,0,,,NO,NO,NO,37,9,1,0,0,0,sintetico_emoji_notoxico,NT-EMO-0076
396,X,2026-07-14,USER_396,"Si en Arabia Saudita, ejecutan solo por tener vínculos con las drogas. Ahora, esos mal nacidos mareros que asesinan inocentes se merecen ejecutarlos con tortura. Deja de pedir transparencia, que mas transparencia cuando salís a la calle y la ves bien limpia de esa escoria.","Si en Arabia Saudita, ejecutan solo por tener vínculos con las drogas. Ahora, esos mal nacidos mareros que asesinan inocentes se merecen ejecutarlos con tortura. Deja de pedir transparencia, que mas transparencia cuando salís a la calle y la ves bien limpia de esa escoria.",si en arabia saudita ejecutan solo por tener vinculos con las drogas ahora esos mal nacidos mareros que asesinan inocentes se merecen ejecutarlos con tortura deja de pedir transparencia que mas transparencia cuando salis a la calle y la ves bien limpia de esa escoria,Amenazas/Violencia,3,Incitación a la Violencia,Pandilleros/Mareros,NO,NO,NO,273,45,0,0,0,3,real,
1808,X,2026-06-07,USER_1808,"Con razón se emputó el tatareto de mierda de @jamesdrodriguez... Bien Antonella, eres grande, sigue tu camino en el futbol con ídolos de verdad...","Con razón se emputó el tatareto de mierda de @usuario... Bien Antonella, eres grande, sigue tu camino en el futbol con ídolos de verdad...",con razon se emputo el tatareto de mierda de usuario bien antonella eres grande sigue tu camino en el futbol con idolos de verdad,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,146,24,0,1,0,2,real,
2713,X,2026-06-06,USER_2713,"Indios de mierda, ignorantes hasta el tuetano y lo peor es q no quieren cambiar. Separemos este ex país no hay otra salida.","Indios de mierda, ignorantes hasta el tuetano y lo peor es q no quieren cambiar. Separemos este ex país no hay otra salida.",indios de mierda ignorantes hasta el tuetano y lo peor es q no quieren cambiar separemos este ex pais no hay otra salida,Discurso de Odio,2,Racismo,Personas indigenas,NO,NO,NO,123,23,0,0,0,3,real,
SYN-0441,X,,SINTETICO,Mientras más lejos estén esos 🐒 mejor para todos,Mientras más lejos estén esos :mono: mejor para todos,mientras mas lejos esten esos mejor para todos,Discurso de Odio,2,Xenofobia,,NO,NO,NO,48,9,1,0,0,0,sintetico_emoji_odio,OD-EMO-0120
712,Facebook,2026-07-14,USER_712,Con gusto lo volvemos a elegir todo mi apoyo y el de mi familia para vos bukele sos grande por transformar mi país,Con gusto lo volvemos a elegir todo mi apoyo y el de mi familia para vos bukele sos grande por transformar mi país,con gusto lo volvemos a elegir todo mi apoyo y el de mi familia para vos bukele sos grande por transformar mi pais,No Tóxico,0,,,NO,NO,SÍ,114,23,0,0,0,1,real,
136,X,2026-07-13,USER_136,#teamelsalvador #cafesv En sus prácticas oficiales. In practice time. @victoriaarduino @ChefManey @nuovasimonelli,#teamelsalvador #cafesv En sus prácticas oficiales. In practice time. @usuario @usuario @usuario,teamelsalvador cafesv en sus practicas oficiales in practice time usuario usuario usuario,No Tóxico,0,,,NO,NO,NO,113,12,0,3,2,0,real,
2740,X,2026-06-23,USER_2740,Con todo contra los judíos de mierda de Argentina,Con todo contra los judíos de mierda de Argentina,con todo contra los judios de mierda de argentina,Discurso de Odio,2,Antisemitismo,Personas judi­as,NO,NO,NO,49,9,0,0,0,2,real,
SYN-0163,Facebook,,SINTETICO,"Qué verga maje, qué alegre verte de nuevo 🎂","Qué verga maje, qué alegre verte de nuevo :tarta_de_cumpleaños:",que verga maje que alegre verte de nuevo,No Tóxico,0,,,NO,NO,NO,43,9,1,0,0,2,sintetico_jerga_notoxico,NT-JER-0038
2176,Facebook,2026-06-11,USER_2176,"España, son los Argentina, de Europa. En América todos los países a excepción de Argentina, están con el mejor, Francia. En Europa y el mundo, a excepción de los Argentina de Europa, también estarán con el mejor, Francia. Y como buen aficionado del fútbol que gane el mejor. O sea, Francia.","España, son los Argentina, de Europa. En América todos los países a excepción de Argentina, están con el mejor, Francia. En Europa y el mundo, a excepción de los Argentina de Europa, también estarán con el mejor, Francia. Y como buen aficionado del fútbol que gane el mejor. O sea, Francia.",espana son los argentina de europa en america todos los paises a excepcion de argentina estan con el mejor francia en europa y el mundo a excepcion de los argentina de europa tambien estaran con el mejor francia y como buen aficionado del futbol que gane el mejor o sea francia,No Tóxico,0,,Personas argentinas,SI,SI,NO,290,51,0,0,0,1,real,
2575,Facebook,2026-07-23,USER_2575,Ja ja este negro esclavo si el supiera que nosotros le matamos el hambre a los dominicanos están endeudados con Venezuela. Y este maricon negro esclavo hablando locuras,Ja ja este negro esclavo si el supiera que nosotros le matamos el hambre a los dominicanos están endeudados con Venezuela. Y este maricon negro esclavo hablando locuras,ja ja este negro esclavo si el supiera que nosotros le matamos el hambre a los dominicanos estan endeudados con venezuela y este maricon negro esclavo hablando locuras,Discurso de Odio,2,Racismo,"Afrodescendientes, dominicanos",NO,NO,NO,168,28,0,0,0,3,real,
1416,Facebook,2026-06-14,USER_1416,"No son rumores son chambres de hijosdeputa ,que no tienen nimierda que hacer,o de algun delincuente ,que ya no puede robar libre....busquen trabajo hijosdeputa","No son rumores son chambres de hijosdeputa ,que no tienen nimierda que hacer,o de algun delincuente ,que ya no puede robar libre....busquen trabajo hijosdeputa",no son rumores son chambres de hijosdeputa que no tienen nimierda que hacer o de algun delincuente que ya no puede robar libre busquen trabajo hijosdeputa,Lenguaje Ofensivo,1,Insulto Directo,Opositores Políticos,NO,NO,SÍ,159,24,0,0,0,0,real,
391,X,2026-07-14,USER_391,"Denle con todo eso es lo q necesitamos, blinden a la PNC y den les libertad a la policía para matar a los mareros.","Denle con todo eso es lo q necesitamos, blinden a la PNC y den les libertad a la policía para matar a los mareros.",denle con todo eso es lo q necesitamos blinden a la pnc y den les libertad a la policia para matar a los mareros,Amenazas/Violencia,3,Incitación a la Violencia,Pandilleros/Mareros,NO,NO,SÍ,114,24,0,0,0,3,real,
315,X,2026-07-14,USER_315,Cual miedo? Uds se pronuncian por todos lados en todas partes y nadie les dice nada. Los pandilleros se quedarán en las cárceles y morirán lentamente como castigo por sus actos diabólicos actos criminales de lesa. Los terroristas asesinos Deben de morir nunca salir en libertad.,Cual miedo? Uds se pronuncian por todos lados en todas partes y nadie les dice nada. Los pandilleros se quedarán en las cárceles y morirán lentamente como castigo por sus actos diabólicos actos criminales de lesa. Los terroristas asesinos Deben de morir nunca salir en libertad.,cual miedo uds se pronuncian por todos lados en todas partes y nadie les dice nada los pandilleros se quedaran en las carceles y moriran lentamente como castigo por sus actos diabolicos actos criminales de lesa los terroristas asesinos deben de morir nunca salir en libertad,Amenazas/Violencia,3,Deseo de Daño,Pandilleros/Mareros,NO,NO,NO,278,46,0,0,0,3,real,
748,Facebook,2026-07-14,USER_748,"Imposible no amar a mi Presidente, ese cuerpo es muy pequeño para su gran corazón, Dios lo bendiga siempre, a el y su amada familia!!!!","Imposible no amar a mi Presidente, ese cuerpo es muy pequeño para su gran corazón, Dios lo bendiga siempre, a el y su amada familia!!!!",imposible no amar a mi presidente ese cuerpo es muy pequeno para su gran corazon dios lo bendiga siempre a el y su amada familia,No Tóxico,0,,,NO,NO,SÍ,135,25,0,0,0,0,real,
1377,Facebook,2026-06-25,USER_1377,Ami me vale verg@ jaajaj gran noticia ya podre vivir tranquila,Ami me vale verg@ jaajaj gran noticia ya podre vivir tranquila,ami me vale verg jaajaj gran noticia ya podre vivir tranquila,Lenguaje Ofensivo,1,Palabras Obscenas,Persona Individual,NO,NO,NO,62,11,0,0,0,1,real,
2692,X,2026-06-27,USER_2692,"Indios de mierda, siempre tiene que ser protagonistas","Indios de mierda, siempre tiene que ser protagonistas",indios de mierda siempre tiene que ser protagonistas,Discurso de Odio,2,Racismo,Personas indi­genas,NO,NO,NO,53,8,0,0,0,2,real,
SYN-0408,X,,SINTETICO,Los haitianos nos están invadiendo 🌑,Los haitianos nos están invadiendo :luna_nueva:,los haitianos nos estan invadiendo,Discurso de Odio,2,Xenofobia,,NO,NO,NO,36,6,1,0,0,0,sintetico_emoji_odio,OD-EMO-0087
465,X,2026-07-14,USER_465,"Hay que terminar con los mareros, no los engorden en las cárceles ,, estaremos mas seguro si están bajo tierra","Hay que terminar con los mareros, no los engorden en las cárceles ,, estaremos mas seguro si están bajo tierra",hay que terminar con los mareros no los engorden en las carceles estaremos mas seguro si estan bajo tierra,Amenazas/Violencia,3,Incitación a la Violencia,Pandilleros/Mareros,NO,NO,NO,110,20,0,0,0,2,real,
SYN-0044,Facebook,,SINTETICO,Qué rico estuvo el almuerzo de hoy 🎉,Qué rico estuvo el almuerzo de hoy :cañón_de_confeti:,que rico estuvo el almuerzo de hoy,No Tóxico,0,,,NO,NO,NO,36,8,1,0,0,0,sintetico_emoji_notoxico,NT-EMO-0044
501,X,2026-07-14,USER_501,Excelente por parte del policía! Sin piedad con esos asesinos mareros!!,Excelente por parte del policía! Sin piedad con esos asesinos mareros!!,excelente por parte del policia sin piedad con esos asesinos mareros,Amenazas/Violencia,3,Celebración de Violencia,Pandilleros/Mareros,NO,NO,SÍ,71,11,0,0,0,2,real,
609,Facebook,2026-07-14,USER_609,No Olviden a Costa Rica por favor ..la dispara Salvadoreña somos muchos q ocupamos de Tag .,No Olviden a Costa Rica por favor ..la dispara Salvadoreña somos muchos q ocupamos de Tag .,no olviden a costa rica por favor la dispara salvadorena somos muchos q ocupamos de tag,No Tóxico,0,,,NO,NO,NO,91,17,0,0,0,0,real,
55,X,2026-07-13,USER_055,"Fotos y videos lucen mejor que nunca gracias al nuevo cableado subterráneo en el Centro Histórico de Suchitoto. Dale vida a tus imágenes con música, color y baile, preparados para que disfrutes cada momento. #DOM #Suchitoto","Fotos y videos lucen mejor que nunca gracias al nuevo cableado subterráneo en el Centro Histórico de Suchitoto. Dale vida a tus imágenes con música, color y baile, preparados para que disfrutes cada momento. #DOM #Suchitoto",fotos y videos lucen mejor que nunca gracias al nuevo cableado subterraneo en el centro historico de suchitoto dale vida a tus imagenes con musica color y baile preparados para que disfrutes cada momento dom suchitoto,No Tóxico,0,,,NO,NO,SÍ,223,36,0,0,2,1,real,
2211,Facebook,2026-05-31,USER_2211,"Adrián Amigo, en México existen más fans de Messi que en argentina","Adrián Amigo, en México existen más fans de Messi que en argentina",adrian amigo en mexico existen mas fans de messi que en argentina,No Tóxico,0,,Personas argentinas,SI,SI,NO,66,12,0,0,0,0,real,
SYN-0521,Facebook,,SINTETICO,Hay que darles piso a ⚰️ todos esos,Hay que darles piso a :ataúd: todos esos,hay que darles piso a todos esos,Amenazas/Violencia,3,Incitación a la Violencia,,NO,NO,NO,35,8,1,0,0,0,sintetico_emoji_amenaza,AM-EMO-0021
SYN-0676,Facebook,,SINTETICO,Hay que qu*mar a todos esos,Hay que qu*mar a todos esos,hay que qu mar a todos esos,Amenazas/Violencia,3,Incitación a la Violencia,,NO,NO,NO,27,6,0,0,0,0,sintetico_amenaza_ofuscada,AM-OFU-0046
2170,Facebook,2026-07-01,USER_2170,"· Top fanSi mañana gana Argentina, Sin duda vuelve a ser campeón","· Top fanSi mañana gana Argentina, Sin duda vuelve a ser campeón",top fansi manana gana argentina sin duda vuelve a ser campeon,No Tóxico,0,,Personas argentinas,SI,SI,NO,64,12,0,0,0,0,real,
SYN-1104,X,,SINTETICO,Con esos no se puede convivir 🇮🇱🤢,Con esos no se puede convivir :bandera_israel: :cara_de_náuseas:,con esos no se puede convivir,Discurso de Odio,2,Estigmatización cultural,,NO,NO,NO,33,7,2,0,0,1,sintetico_relleno_emoji,RELL-0224
SYN-0487,X,,SINTETICO,Puros 🥷 son los que llegan a este país,Puros :ninja: son los que llegan a este país,puros son los que llegan a este pais,Discurso de Odio,2,Xenofobia,,NO,NO,NO,38,9,1,0,0,0,sintetico_emoji_odio,OD-EMO-0166
18,X,2026-07-13,USER_018,El Salvador lo tiene todo Así se vive la seguridad bajo el liderazgo de Nayib Bukele en El Salvador #visitelsalvador,El Salvador lo tiene todo Así se vive la seguridad bajo el liderazgo de Nayib Bukele en El Salvador #visitelsalvador,el salvador lo tiene todo asi se vive la seguridad bajo el liderazgo de nayib bukele en el salvador visitelsalvador,No Tóxico,0,,,NO,NO,SÍ,116,20,0,0,1,0,real,
SYN-0880,Facebook,,SINTETICO,Este bicho no sabe ni escribir 😡,Este bicho no sabe ni escribir :cara_cabreada:,este bicho no sabe ni escribir,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,NO,32,7,1,0,0,0,sintetico_emoji_ofensivo,OF-EMO-0112
134,X,2026-07-13,USER_134,@pdgespanol muchas regiones de Centroamérica poseemos café de especialidad.. te invitamos a conocer El Salvador @En3Nubes #cafesv,@usuario muchas regiones de Centroamérica poseemos café de especialidad.. te invitamos a conocer El Salvador @usuario #cafesv,usuario muchas regiones de centroamerica poseemos cafe de especialidad te invitamos a conocer el salvador usuario cafesv,No Tóxico,0,,,NO,NO,NO,129,17,0,2,1,0,real,
2322,Facebook,2026-07-21,USER_2322,"Vaya.... Se nota que los izquierchangos no paran de tratar de llamar la atención, la politica ya les tiene freido el cerebro la verdad","Vaya.... Se nota que los izquierchangos no paran de tratar de llamar la atención, la politica ya les tiene freido el cerebro la verdad",vaya se nota que los izquierchangos no paran de tratar de llamar la atencion la politica ya les tiene freido el cerebro la verdad,Lenguaje Ofensivo,1,Insulto Directo,Izquierdistas,NO,NO,NO,134,24,0,0,0,0,real,
2324,Facebook,2026-07-21,USER_2324,Mechicooo sin cuartos y sin la mitad de su país. Y sin brazo y piernas,Mechicooo sin cuartos y sin la mitad de su país. Y sin brazo y piernas,mechicooo sin cuartos y sin la mitad de su pais y sin brazo y piernas,Lenguaje Ofensivo,1,Insulto Directo,Mexicanos,NO,NO,NO,70,15,0,0,0,0,real,
709,Facebook,2026-07-14,USER_709,"Ahora el Nobel por favor, para el míster.. Por favor, aplausos.","Ahora el Nobel por favor, para el míster.. Por favor, aplausos.",ahora el nobel por favor para el mister por favor aplausos,No Tóxico,0,,,NO,SÍ,NO,63,11,0,0,0,0,real,
2760,X,2026-06-02,USER_2760,España es un pais de moros de mierda y van a perder,España es un pais de moros de mierda y van a perder,espana es un pais de moros de mierda y van a perder,Discurso de Odio,2,Islamofobia,Personas musulmanas,NO,NO,NO,51,12,0,0,0,1,real,
2342,Facebook,2026-07-21,USER_2342,"Chale, estaba bien que ecuakong diera pena Pero argentina no debió pasar a eso","Chale, estaba bien que ecuakong diera pena Pero argentina no debió pasar a eso",chale estaba bien que ecuakong diera pena pero argentina no debio pasar a eso,Discurso de Odio,2,Xenofobia,"Ecuatorianos, Argentinos",NO,NO,NO,78,14,0,0,0,0,real,
1626,X,2026-05-30,USER_1626,"Semejante hijo de puta barba de cabro viejo. Solo trompa tenés, marica","Semejante hijo de puta barba de cabro viejo. Solo trompa tenés, marica",semejante hijo de puta barba de cabro viejo solo trompa tenes marica,Lenguaje Ofensivo,1,Insulto Directo,Funcionarios Públicos,NO,NO,SÍ,70,12,0,0,0,2,real,
1863,X,2026-06-28,USER_1863,Ahh ofendió a tu gordo inútil de mierda. Solo un imbécil puede decir que El Salvador no está mejor que nosotros,Ahh ofendió a tu gordo inútil de mierda. Solo un imbécil puede decir que El Salvador no está mejor que nosotros,ahh ofendio a tu gordo inutil de mierda solo un imbecil puede decir que el salvador no esta mejor que nosotros,Discurso de Odio,2,Gordofobia,Persona Individual,NO,NO,SÍ,111,21,0,0,0,2,real,
453,X,2026-07-14,USER_453,Para cuando la pena de muerte???? Porque a la verdadera sociedad civil sí que se la aplican los mareros???,Para cuando la pena de muerte???? Porque a la verdadera sociedad civil sí que se la aplican los mareros???,para cuando la pena de muerte porque a la verdadera sociedad civil si que se la aplican los mareros,No Tóxico,0,,Pandilleros/Mareros,NO,NO,NO,106,19,0,0,0,2,real,
1389,Facebook,2026-06-25,USER_1389,Gracias a los pendejos y a los que les gusta enlodarse....,Gracias a los pendejos y a los que les gusta enlodarse....,gracias a los pendejos y a los que les gusta enlodarse,Lenguaje Ofensivo,1,Insulto Directo,,SÍ,NO,NO,58,11,0,0,0,1,real,
1279,Facebook,2026-07-12,USER_1279,Y este 0te quien es ? Pense que ya se habia mrto,Y este 0te quien es ? Pense que ya se habia mrto,y este te quien es pense que ya se habia mrto,Lenguaje Ofensivo,1,Insulto Directo,,SÍ,SÍ,NO,48,12,0,0,0,1,real,
884,Facebook,2026-07-20,USER_884,Ataquen a matar no los dejen ir,Ataquen a matar no los dejen ir,ataquen a matar no los dejen ir,Amenazas/Violencia,3,Incitación a la Violencia,Sospechosos/detenidos,NO,NO,NO,31,7,0,0,0,1,real,
2715,X,2026-06-22,USER_2715,"tienes razón en los de juntarse con ptos gitanos indios de mierda que dejan fumar porros a su sobrino de 10 años, pero ese video de la pelea es falso de un videoclip","tienes razón en los de juntarse con ptos gitanos indios de mierda que dejan fumar porros a su sobrino de 10 años, pero ese video de la pelea es falso de un videoclip",tienes razon en los de juntarse con ptos gitanos indios de mierda que dejan fumar porros a su sobrino de anos pero ese video de la pelea es falso de un videoclip,Discurso de Odio,2,Racismo,Personas indigenas,NO,NO,NO,165,33,0,0,0,3,real,
