ID,Responsable,Plataforma,Fecha_Recolección,Texto_Original,URL_Original,Usuario_ID_Anonimizado,Clase_Toxicidad,Subclase_Toxicidad,Grupos_Afectados,Lenguaje_Dialectal,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,Confianza_Clasificador,Notas_Etiquetador,Validado,Validador,Fecha_Validacion,Acuerdo_Validador,Razon_Desacuerdo,Cohen_Kappa,Listo_Entrenamiento
178,Cristian,X,2026-06-02,Rata asquerosidad,https://x.com/jerusal45045814/status/2033178486307688552,USR_00000128,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: rata).",No,,,,,,Sí
1216,Willian,Facebook,2026-07-14,"No me avisaron para ir a competir en las internas, qué falta de consideración(!)",https://www.facebook.com/Patty.Gonz?comment_id=Y29tbWVudDoxNTMwMTkyMDQyNDg2NTY0XzE3MTQ5NDYxNDk2MjY2NzY=,USER_582,No Tóxico,N/A,N/A,Español Estándar,NO,SI,SI,0.7,"Comentario humorístico sobre elecciones internas partidarias, sin agresión.",NO,,,,N/A,,NO
105,Cristian,Facebook,2026-06-22,Un orgullo de cagada bien hecha,https://www.facebook.com/permalink.php?story_fbid=pfbid0ofh6Jfwyi2GgKWQGGUpPqmAvVLDfPEuDQo3CxrGkzH7Moo9BZbVHBkMfbYp4KwPDl&id=100084285997242&comment_id=7585640538229784,USR_00000031,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
1223,Willian,Facebook,2026-07-14,"Pregunta y que raza es pura actualmente, que no sea fruto de mestizaje?",https://www.facebook.com/rolandoarturo.lavia.3?comment_id=Y29tbWVudDoxMDYyOTM2NTI2MDc4MjkxXzE1NTgwMDkzMTI0MjY2NzA=,USER_589,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.6,"Pregunta reflexiva sobre mestizaje y raza, sin agresión.",NO,,,,N/A,,NO
702,Willian,X,2026-07-14,"Con su talento y energía, Banda El Salvador hace vibrar al público y da inicio a la celebración del orgullo nacional .
Un espectáculo que llena de música y alegría las calles en este día histórico. 

#IndependenciaSV #BandaElSalvador #OrgulloSalvadoreño",https://x.com/acontecercomsv/status/1967625818760528359,USER_014,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Cobertura de banda musical en desfile patrio, cultural.",NO,,,,N/A,,NO
29,Dressler,X,6/13/2026,"Hijo de puta, Rajoy será todo lo que quieras y te aseguró que menos me gusta a mí que a tí, pero lo que dice lleva más razón que un santo y estamos hasta la polla de que nos metáis inmigrantes de mierda y de cada vez más perder la identidad de país.",https://x.com/Capichi__Libre/status/2076327455443354058,USER_029,Discurso de odio,Xenofobia,Personas inmigrantes,General Espa�ol,NO,NO,NO,0.83,requiere verificacion y validacion,No,,,,,,NO
390,Cristian,Facebook,2026-06-26,Pobrecito ese pedazo d mierda delen veneno d un solo,https://www.facebook.com/permalink.php?story_fbid=pfbid02gfKzgnqLmPyBb9bF89dduwW3K6SXHGKJdyWBYAGirWbMKuLXtZJjcp1W5JYTTxAVl&id=100076242561758&comment_id=890475320805098,USR_00000306,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: mierda).",No,,,,,,Sí
33,Dressler,X,6/16/2026,"Fracasos del país? A ver en que fracasamos? En lo único que fracasamos es en mantener a los inmigrantes de mierda lejos, si fuéramos tan fracasados por que todos los países vecinos querrían tanto entrar a argentina y por que los mejicanos nos tendrían tanta envidia?",https://x.com/xewiwih/status/2075985690194489714,USER_033,Discurso de odio,Xenofobia,Personas inmigrantes,General Espa�ol,NO,NO,NO,0.85,requiere verificacion y validacion,No,,,,,,NO
214,Dressler,X,6/19/2026,Pero Judentina es una nación de judíos de mierda...,https://x.com/sf_adolfo/status/2077371540048335125,USER_214,Discurso de odio,Antisemitismo,Personas judías,General Espa�ol,NO,NO,NO,0.79,requiere verificacion y validacion,No,,,,,,NO
1023,Willian,Facebook,2026-07-14,Cuando el Mundial sea de 100 selecciones entonces irá la Selecta y ni así creo que gane,https://www.facebook.com/ramon.guevara.988?comment_id=Y29tbWVudDoxNTMwOTMxNTI1NzQ1OTQ5XzE3MDM3NzEwNjc0NDI4NzE=,USER_402,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.85,"Broma autocrítica sobre nivel de la selección, limpio.",NO,,,,N/A,,NO
1139,Willian,Facebook,2026-07-14,Muy bien España,https://www.facebook.com/gregorio.rodriguez.31149359?comment_id=Y29tbWVudDoxNTMxMTY5Mzg1NzIyMTYzXzE3NDY1OTYzMjY1MjE3NzM=,USER_389,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.85,"Apoyo deportivo simple, limpio.",NO,,,,N/A,,NO
243,Cristian,X,2026-06-02,Estás re pendejo o que ?,https://x.com/NelsonB55689915/status/2049252859326145004,USR_00000188,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: pendejo).",No,,,,,,Sí
853,Willian,X,2026-07-14,"A mi lo unico que me importa es que se pudran los mareros dentro de esa carcel y que , lo demas me la pela!",https://x.com/ric0_sv/status/1798807239123157497,USER_237,Amenazas/Violencia,Incitación a la Violencia (a grupo),Pandilleros/Mareros,Salvadoreño,NO,NO,NO,0.75,Indiferencia hacia lo demás salvo el deseo de que los mareros sufran en prisión.,NO,,,,N/A,,NO
909,Willian,X,2026-07-14,"Miles de Salvadoreños quisieramos que todos los pandilleros fueran exterminados y bueno si son Salvadoreño saben la cricis que hemos vivido con estos terroristas, sino here's Salvadoreño no sabes ni mier.....",https://x.com/frakleon01/status/1532418345219268609,USER_293,Amenazas/Violencia,Incitación a la Violencia (a grupo),Pandilleros/Mareros,Salvadoreño,NO,NO,NO,0.85,"Llamado explícito a exterminio de pandilleros, con autoidentificación como salvadoreño.",NO,,,,N/A,,NO
359,Cristian,Facebook,2026-06-26,Se ve chuka wacala,https://www.facebook.com/permalink.php?story_fbid=pfbid024bJM7imgkyb9FFLZcQeD5GGRxuYSRjPBqJ3g23vRZ6dCaVddAKh9MccuhhVgvkkbl&id=100076242561758&comment_id=1319531106538334,USR_00000275,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
113,Dressler,X,6/21/2026,tan en contra no estarán si lo escogieron de presidente y llaman negros de mierda incluso a los suyos déjate de joder pelotuda de mierda tanto les va a costar aceptar que son unos racistas de mierda y con razón los odian,https://x.com/yuujistars/status/2077541050827067748,USER_113,Discurso de odio,Racismo,Personas negras,General Espa�ol,NO,NO,NO,0.73,requiere verificacion y validacion,No,,,,,,NO
534,Cristian,X,2026-07-08,Ese salvadoreño perro hijueputa no se puede caer un suizo porque todo les pita,https://x.com/Diiegovanegas/status/2074619097128534359,USR_00000412,Discurso de Odio,Xenofobia,Nacionalidad,Salvadoreño,No,No,No,0.86,"Ataca o degrada a un grupo identificable mediante insulto o generalización. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: hijueputa; jerga salvadoreña: hijueputa, perro).",No,,,,,,Sí
393,Cristian,Facebook,2026-06-26,Inmensa es la vergha que nos vale 🤣😂🤣😂🤣,https://www.facebook.com/permalink.php?story_fbid=pfbid02gfKzgnqLmPyBb9bF89dduwW3K6SXHGKJdyWBYAGirWbMKuLXtZJjcp1W5JYTTxAVl&id=100076242561758&comment_id=696521396797017,USR_00000309,No Tóxico,No Aplica,Ninguno,General Español,Sí,Sí,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
509,Cristian,X,2026-07-08,Que cerote de seguro es de izalco el maje,https://x.com/just_nov4/status/2073889065070633284,USR_00000391,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,Salvadoreño,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: cerote, maje; jerga salvadoreña: cerote, maje).",No,,,,,,Sí
474,Cristian,Facebook,2026-07-12,Parásito jajaja sanguijuela,https://www.facebook.com/ITRnoticiasOficialsv/posts/pfbid02uwhNReNfKhSFaA1HhHKLXLp4KiV4Y2WfbCLwv2FD7LTpjJ8q8xSboUSQ733RHxHjl?comment_id=1907519166860498,USR_00000106,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,Sí,Sí,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: parásito).",No,,,,,,Sí
709,Willian,X,2026-07-14,"#SanVicenteSV || Personal de 
@FOVIALITO
  ejecuta labores de limpieza de tragantes y alcantarillas en la carretera Panamericana sector San Ildefonso, San Vicente, con el objetivo de mantener libres los desagües y evitar las inundaciones y daños en carreteras.",https://x.com/Resistencia1821/status/1836441206579990902,USER_125,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Labores de mantenimiento vial (limpieza de alcantarillas) por institución estatal, informativo civico.",NO,,,,N/A,,NO
1145,Willian,Facebook,2026-07-14,"¡¡GOOOL DE ESPAÑA ANTE FRANCIA!!
GIPHY",https://www.facebook.com/AlejandroAlfaro25?comment_id=Y29tbWVudDoxNTMxMTEzMzY1NzI3NzY1XzEwMjY3MTY4ODMwOTM2Mzk=,USER_520,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.85,"Celebración deportiva de gol, limpio.",NO,,,,N/A,,NO
1052,Willian,Facebook,2026-07-14,"Una paseada en kayak en los manglares , un tour único para toda la familia !
No es necesario saber nadar ..",https://www.facebook.com/profile.php?comment_id=Y29tbWVudDoxNDkxNjU4MjQzMDAxNTQ3XzEzODMxMjI2MzAzODU2NTY=,USER_431,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.85,"Descripción de actividad turística (kayak en manglares), informativo.",NO,,,,N/A,,NO
913,Willian,X,2026-07-14,Esos malditos mareros deben de pagar con su vida y los que les colaboran deben de podrirse en la cárcel,https://x.com/marionelsonzom/status/1528173039237595136,USER_297,Amenazas/Violencia,Amenaza Explícita Directa,Pandilleros/Mareros,Salvadoreño,NO,NO,NO,0.85,Llamado directo a que paguen con su vida (muerte) mareros y colaboradores.,NO,,,,N/A,,NO
446,Cristian,X,2026-06-07,Puta pendejo tene comprension lectoraz no todo es el cecot y el centro de san bukele xq de san salvador ya no es,https://x.com/allex_hd/status/2061133355614159040,USR_00000353,Acoso,Ataque personal,Funcionarios Públicos,General Español,No,No,Sí,0.84,"Insulta o ridiculiza a una persona identificable. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: pendejo, puta).",No,,,,,,Sí
127,Dressler,Facebook,5/31/2026,"Adrián Amigo, en México existen más fans de Messi que en argentina",https://www.facebook.com/Fernando1145533654?comment_id=Y29tbWVudDoxNTQ0ODI0OTExMDA5MzU3XzIyNjk2NTQyNTA1MTcxMDQ=,USER_127,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.74,requiere verificacion y validacion,No,,,,,,NO
237,Cristian,X,2026-06-02,"Qué puta mierda eh, si esto es real espero que se largué lo mas pronto posible, quiere quedar como el ""salvador"" después de borrarse media temporada. Esto confirmaría que es la rata y todo el vestuario se jodio gracias a el.",https://x.com/Balatreado/status/2052530624209060081,USR_00000182,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: mierda, puta, rata).",No,,,,,,Sí
397,Cristian,Facebook,2026-06-26,La Vieja Esa Perra Tiene Hambre,https://www.facebook.com/permalink.php?story_fbid=pfbid02DeGnFwnKRvpxVHzaJKpfdgkCy91BE7FtdTpiQaiSi1tii3MpzdzpZ7DyuCZvHwqil&id=100076242561758&comment_id=1396897952063081,USR_00000313,No Tóxico,No Aplica,Mujeres,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
445,Cristian,X,2026-06-07,"Lo de la medicina es cierto, ahora honestamente El Salvador es un paisito de mierda, pueblucho culero.",https://x.com/lameratrue/status/2061153425807540689,USR_00000352,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,Salvadoreño,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: culero, mierda; jerga salvadoreña: culero).",No,,,,,,Sí
105,Cristian,X,2026-05-30,Quien mierrrda dijo pobrecito ??? No jodasss ma s bien tenían q darle una paliza y dejarlo caganndo en bolsa,https://x.com/renecoman/status/1817722459740934471,USR_00000075,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
1244,Willian,Facebook,2026-07-14,"Muy vien, sr presidente, los cuerpos cansados no rinden de igual manera
nesecitan relevo",https://www.facebook.com/dora.rojas.419238?comment_id=Y29tbWVudDoxNDk0MzUzODMyNzM0MDIwXzE0MTUxNjYyODcxNDUyNTY=,USER_609,No Tóxico,N/A,N/A,Salvadoreño,NO,NO,SI,0.65,"Comentario de apoyo con preocupación por rescatistas, sin agresión.",NO,,,,N/A,,NO
368,Cristian,Facebook,2026-06-26,Son brutos estos viejos😂,https://www.facebook.com/permalink.php?story_fbid=pfbid033XhvMH754FqWTchXrHqthGaretyFJKeGWSf413CMw5GLb367miAqUx6G7bkL7N1l&id=100076242561758&comment_id=2293548061101297,USR_00000284,No Tóxico,No Aplica,Ninguno,General Español,Sí,Sí,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
137,Dressler,X,6/23/2026,"Hay qie ir a CHIAPAS y sacar a la chingada esos judios de mierda.
https://
facebook.com/photo/?fbid=13
43519204600826&set=a.575082598111161
…",https://x.com/MichaelNickmx/status/2077567444189684024,USER_137,Discurso de odio,Antisemitismo,Personas judías,General Espa�ol,NO,NO,NO,0.86,requiere verificacion y validacion,No,,,,,,NO
250,Dressler,X,6/5/2026,a los que les gusta el verano son todos discapacitados de mierda,https://x.com/iranzo_santii/status/1888444423479996513,USER_250,Discurso de odio,Discriminación por discapacidad,Personas con discapacidad,General Espa�ol,NO,NO,NO,0.85,requiere verificacion y validacion,No,,,,,,NO
756,Willian,X,2026-07-14,A mi me acaban de matar a mi hija ésos malditos mareros espero que a los magistrados de la CC le maten a un hijo para que sientan en carne propia lo que son éstos malditos.,https://x.com/galindo_sa99840/status/1988777588991619388,USER_147,Amenazas/Violencia,Amenaza Implícita,Individuo (funcionarios/magistrados),Salvadoreño,NO,NO,SI,0.85,"Tras relatar el asesinato de su hija por mareros, expresa el deseo de que maten a un hijo de los magistrados de la CC como represalia; amenaza/deseo de daño dirigido a personas específicas (funcionarios), motivado por dolor personal.",NO,,,,N/A,,NO
133,Dressler,X,7/12/2026,Que indios de mierda.,https://x.com/rebeccadlling/status/2076653813822374252,USER_133,Discurso de odio,Racismo,Personas indígenas,General Espa�ol,NO,NO,NO,0.87,requiere verificacion y validacion,No,,,,,,NO
231,Cristian,Facebook,2026-06-25,Por fea más que la noche y eso de ser tic toker es lo más aberrante para la gente eso es vasura ser de eso tienen dinero de solo estupideses,https://www.facebook.com/ITRnoticiasOficialsv/posts/pfbid031azvh3KDeeRRoE4EKqQwX88d28YuFrzZT3uzPK55cLz559mUdiyfs7r2SVwvH7tUl?comment_id=830505369372991,USR_00000147,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
271,Dressler,X,7/5/2026,"Hay que salir con armas hacer un listado de todos los políticos todos están en la misma traer inmigrantes de mierda y cagarse en los argentinos,incluidos jueces, hay que limpiar sin q tiemble el pulso no tiene que quedar ninguno de izquierda a derecha",https://x.com/AndreaE27660/status/2071684680827515366,USER_271,Discurso de odio,Xenofobia,Personas inmigrantes,General Espa�ol,NO,NO,NO,0.7,requiere verificacion y validacion,No,,,,,,NO
234,Dressler,X,6/21/2026,"Gitanos de mierda asco de raza al que nosotros los latinos, moros europeos españoles todo el mundo odian",https://x.com/Gabriel34191845/status/2046223243330097648,USER_234,Discurso de odio,Antigitanismo,Personas gitanas,General Espa�ol,NO,NO,NO,0.84,requiere verificacion y validacion,No,,,,,,NO
1030,Willian,Facebook,2026-07-14,"Espérame tantito, en esa historia de desarrollo personal veo varias interrogantes, el primero es que según la nota, la finca Miramar ya era de su familia, a la que el solo invirtió para el restaurante, lo que me lleva a preguntar como se eligen a los beneficiados de ese programa, el cual pensaría es prioridad a personas de escasos recursos, aún así, la otra interrogante es cuánto ganaba? Pues si tomamos en cuenta que gastaba en alimentación y otros, solo regreso con una parte de su salario, y cinco meses, supongo que hablamos más o menos de $15k en el mejor de los casos. Al final supongo que lo que el hizo fue darle a su familia los ingresos que le quedaron del tiempo que pasó fuera y su familia le dió el resto del dinero para comenzar con su emprendimiento",https://www.facebook.com/profile.php?comment_id=Y29tbWVudDoxNTMwNDc3OTE1NzkxMzEwXzEzMzg1Mzk3NjE1OTA3OTk=,USER_409,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.7,"Análisis crítico y escéptico de una historia de superación personal, cuestionamiento legítimo sin insulto. Caso difícil.",NO,,,,N/A,,NO
147,Dressler,Facebook,6/16/2026,"No es agresión, es que es Argentina.",https://www.facebook.com/dieggo.a.ortegga?comment_id=Y29tbWVudDoxNTg3ODc0MTE2MDMzMjY0XzE0Mjg5NDE2ODIzOTQzNjU=,USER_147,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.82,requiere verificacion y validacion,No,,,,,,NO
144,Dressler,Facebook,6/7/2026,Alguna jugada en contra de Argentina que haya sido revisada por el var en este mundial??,https://www.facebook.com/carlos.pasquel.50?comment_id=Y29tbWVudDoxNTg3ODk4OTUyNjk3NDQ3XzEwMDAzOTQ1MTkyMzYzNDQ=,USER_144,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.88,requiere verificacion y validacion,No,,,,,,NO
492,Cristian,X,2026-07-08,Ya no convencen en su gobierno ni mierda bueno hicieron 🤨 Piensa q nos van agarrar de juguete de nuevo 👊👊,https://x.com/EstoyConBukle/status/2072797806579143026,USR_00000379,Lenguaje Ofensivo,Burla,Gobierno,General Español,No,No,Sí,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: mierda).",No,,,,,,Sí
011,Cristian,Facebook,2026-06-10,El patriarcado ganando nuevamente !! ✌🏻,https://www.facebook.com/ElSalvadorNoticiasSV/posts/pfbid0sb4sJdJkaDkRSts8byhDEA4Y8xVvvse1LDKGmyvBH6YFsmEgXMYvyVyKsiDFVosXl?comment_id=1579157580077782,USR_00000011,No Tóxico,No Aplica,Ninguno,General Español,No,No,No,0.80,"No hay insulto, amenaza ni ataque discriminatorio evidente. No se observan marcas dialectales suficientes; predomina español general.",No,,,,,,Sí
149,Dressler,X,7/8/2026,nah es imposible contra los judíos de mierda,https://x.com/AfreecaSpirit/status/2077496951059165338,USER_149,Discurso de odio,Antisemitismo,Personas judías,General Espa�ol,NO,NO,NO,0.77,requiere verificacion y validacion,No,,,,,,NO
143,Cristian,X,2026-05-30,Que culo tan rico! Merece que le meta mi verga,https://x.com/emiserna24/status/2071015991086055562,USR_00000108,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,Salvadoreño,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: verga, culo; jerga salvadoreña: verga).",No,,,,,,Sí
1128,Willian,Facebook,2026-07-14,Excelente posición Dr luchar contra la injusticia es digno de reconocimiento enfrentar a este sistema es de valientes.,https://www.facebook.com/oscarfernando.pachecoargueta?comment_id=Y29tbWVudDoxNDc2ODI2ODg3NzkyMTU3XzI3MjQ2MjM0MjEyNDQ2MDY=,USER_505,No Tóxico,N/A,N/A,Español Estándar,NO,NO,SI,0.8,"Elogio por enfrentar injusticia, sin agresión.",NO,,,,N/A,,NO
560,Willian,X,2026-07-13,"#ECONOMÍA Las Fiestas Agostinas en El Salvador representan un periodo de alegría y descanso, sin embargo, el entusiasmo puede llevar a gastos excesivos.   
#AhorroAgostino #FiestasAgostinas #ElSalvador #VacacionesInteligentes #TipsFinancieros #EconomíaSV",https://x.com/dinerocomsv/status/1953093712227299365,USER_044,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.9,"Consejo financiero sobre gasto en fiestas agostinas, informativo/económico.",NO,,,,N/A,,NO
1222,Willian,Facebook,2026-07-14,Espero que cobren lo que nos cobran aquí por hacernos ciudadanos de usa se las ponen muy fácil alos extranjeros para ser salvadoreños,https://www.facebook.com/ana.molina.5015?comment_id=Y29tbWVudDoxNTMwMTIxODY1ODI2OTE1XzI4MTE4MDEyOTI1MzQ3MTI=,USER_588,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.65,"Comentario cívico sobre costos de naturalización comparados con otros países, sin agresión.",NO,,,,N/A,,NO
805,Willian,X,2026-07-14,A esos asquerosos pandilleros deben exterminarlos,https://x.com/joselyons13/status/891316212751368192,USER_192,Amenazas/Violencia,Incitación a la Violencia (a grupo),Pandilleros/Mareros,Salvadoreño,NO,NO,NO,0.85,Llamado simple y directo a exterminar pandilleros.,NO,,,,N/A,,NO
1109,Willian,Facebook,2026-07-14,"Bien Elibeth, siempre protegiendose. N.",https://www.facebook.com/nora.osorio.7798?comment_id=Y29tbWVudDoxMzk3NTc1MzM1ODgwMDU2XzIwNjY0MjkyNjQyMzcxNjY=,USER_486,No Tóxico,N/A,N/A,Español Estándar,NO,NO,NO,0.8,Comentario breve de apoyo positivo.,NO,,,,N/A,,NO
248,Dressler,X,6/6/2026,"es fija que los discapacitados de mierda que tenemos en el plantel van a arrugar una vez más, el arquero que pongamos se va a comer el gol más pelotudo que se puedan imaginar y no va a salir ni 1 de la cancha..",https://x.com/UNIVERSOPAR2/status/1919374561251823770,USER_248,Discurso de odio,Discriminación por discapacidad,Personas con discapacidad,General Espa�ol,NO,NO,NO,0.78,requiere verificacion y validacion,No,,,,,,NO
1011,Willian,Facebook,2026-07-14,"Bamos españa
GIPHY",https://www.facebook.com/carmen.escobar.775951?comment_id=Y29tbWVudDoxNTMxMDQ3ODE5MDY3NjUzXzQ1NzAyNjc5NjY1MjczOTc=,USER_390,No Tóxico,N/A,N/A,Salvadoreño,NO,NO,NO,0.85,"Apoyo deportivo casual, limpio.",NO,,,,N/A,,NO
45,Dressler,Facebook,6/27/2026,Erick Monterroso Guatemala JAJAJAJ eso es un país o provincia de México ?,https://www.facebook.com/nanver.nanver.92?comment_id=Y29tbWVudDoxNTQ0NzUyNzY3NjgzMjM4XzE1NjQyNzg3Njg2ODUyMjg=,USER_045,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.79,requiere verificacion y validacion,No,,,,,,NO
165,Cristian,Facebook,2026-06-25,Solo gente con 💩 en la cabeza mira esas pndjdas,https://www.facebook.com/lacheradasalvadorena/posts/pfbid02Hg6FQd2hEF5YitCYJ2UCTx5u71tm54oXbAu4zc2mvvQaVw9mrRzRpcbyQRtSEXsBl?comment_id=1509574037034582,USR_00000081,Acoso,Ataque personal,Persona Individual,General Español,No,No,No,0.84,Insulta o ridiculiza a una persona identificable. No se observan marcas dialectales suficientes; predomina español general. Evidencia léxica (obscenidad: pendejo).,No,,,,,,Sí
288,Cristian,Facebook,2026-06-25,"Culerazos, solo pipianadas ponen ustedes páginas ridículas,",https://www.facebook.com/espectaculos.sv/posts/pfbid02tq9qkdgkpU9YFmx8rjcvjt7n84rFCQmJ5EsdUoGQBL4dRrzK6NnG872nkJNmMMvhl?comment_id=1112123083829497,USR_00000204,Acoso,Ataque personal,Persona Individual,General Español,No,No,No,0.84,Insulta o ridiculiza a una persona identificable. No se observan marcas dialectales suficientes; predomina español general.,No,,,,,,Sí
758,Willian,X,2026-07-14,Belleza que los maten esos hijos de puta mareros son los mozos de los políticos corruptos,https://x.com/hdouglasoswaldo/status/1255365505319342081,USER_149,Amenazas/Violencia,Amenaza + Insulto Compuesto,Pandilleros/Mareros,Salvadoreño,NO,NO,SI,0.85,"Llamado directo a matar mareros, combinado con acusación de que son 'mozos de políticos corruptos'; incitación explícita a la violencia con contexto político.",NO,,,,N/A,,NO
776,Willian,X,2026-07-14,"Con todo Sr. Ministro....!!
Sin descanso contra los mareros HDP...!!
Que se pudran en el CECOT",https://x.com/ricardolopez_5/status/1645480649699086336,USER_165,Amenazas/Violencia,Incitación a la Violencia (a grupo),Pandilleros/Mareros,Salvadoreño,NO,NO,SI,0.75,Mensaje de apoyo institucional (a un Ministro) deseando sufrimiento a mareros.,NO,,,,N/A,,NO
145,Dressler,Facebook,6/20/2026,"Hahahahaha si no fuera por el técnico que se regaló, le hubieran ayudado a argentina. Cómo en todos los partidos de Qatar y el actual",https://www.facebook.com/EKDeleon?comment_id=Y29tbWVudDoxNTg3ODk4OTUyNjk3NDQ3XzE1MTI3ODY3MzMzMDcxMDU=,USER_145,Discurso de odio,Burla por nacionalidad,Personas argentinas,General Espa�ol,SI,SI,NO,0.86,requiere verificacion y validacion,No,,,,,,NO
506,Cristian,X,2026-07-08,FOTO 1: Uno de Victoriano del Río para Roca Rey en Pamplona FOTO 2: Uno de Álvaro Núñez para Morante en Pamplona Pero es el salvador de la fiesta dicen… VÁYASE A LA MIERDA,https://x.com/RRamon_16/status/2072613725270397083,USR_00000388,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,General Español,No,No,Sí,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. Menciona El Salvador, pero no basta para inferir dialecto local. Evidencia léxica (obscenidad: mierda).",No,,,,,,Sí
286,Cristian,Facebook,2026-06-25,"Qué publicación más pendeja y culera, a nadie le interesa la vida de esos culeros",https://www.facebook.com/espectaculos.sv/posts/pfbid02tq9qkdgkpU9YFmx8rjcvjt7n84rFCQmJ5EsdUoGQBL4dRrzK6NnG872nkJNmMMvhl?comment_id=1336566231323997,USR_00000202,Lenguaje Ofensivo,Lenguaje vulgar,Ninguno,Salvadoreño,No,No,No,0.82,"Usa insultos, burlas o vulgarismos sin ataque claro a característica protegida. Usa voseo, caliche o léxico registrado como salvadoreñismo. Evidencia léxica (obscenidad: pendeja, culera, pendejo).",No,,,,,,Sí
