prefijo,fuente,texto,n1,n2,n3
te quiero pero ,G,te quiero pero Te voy a buscar mañana :cuchillo_de_cocina:,1,1,0
te quiero pero ,G,te quiero pero Te voy a buscar mañana :calavera:,0,0,0
te quiero pero ,G,te quiero pero Ahí viene el grupo de siempre :escoba:,0,0,0
te quiero pero ,G,te quiero pero No lo quiero ver más por aquí :pistola_de_agua:,1,1,0
te quiero pero ,test_real,te quiero pero Pobre perrito Amárrenla a ella ahí mismo para ver si le gusta quedarse ahí,1,1,0
te quiero pero ,test_real,te quiero pero No creo que no les puedan montar verga a 2 monos cerotes,1,1,0
te quiero pero ,test_real,"te quiero pero Esta es la ley: Marero visto, Marero muerto",3,3,3
te quiero pero ,test_real,te quiero pero Que mueran así por idiotas hay disculpen no ellos mismos se quieren y quien va tener lástima por ellos al menos yo excelente,3,3,3
te quiero pero ,test_real,"te quiero pero Los mareros lo que necesitan para portarse bien es un balazo en la frente ... Así nada malo van a hacer después, ya verán",3,3,3
te quiero pero ,test_real,"te quiero pero Una o ambas posibles opciones: 1. Alguno o varios de sus hijos mareros presos en el #CECOT 2. Desalojada de su puesto informal en el #CHSS Allí dejen que se ahoguen con su propia rabia, es buena señal pues significa que se estan haciendo bien las cosas.",3,3,3
te quiero pero ,test_real,"te quiero pero Así deveria de pedir cuentas de tanto desparecido de sus ""amiguitos"" mareros.. y esta bien que los desaparezca la policía cual es el problema de nada sirven.. muerto el perro se acaba la rabia! Buen trabajo PNC Y FAES!!",3,3,3
te quiero pero ,test_real,te quiero pero Norman KokoBass mmmm bueno no te había entendido pero si esta magnífica esa idea así se podría sacar si quiera algo bueno de esos tipos,0,0,0
te quiero pero ,test_real,te quiero pero Aserle propaganda Aese parásito que tanto dañó le iso al pueblo.que dios me perdone pero por mi que se pudra en el infierno,3,3,3
te quiero pero ,test_real,"te quiero pero Está perfecto, ojalá la estadística fuese más abultada, unos 10 pandilleros y asesinos mueren por día en El Salvador... Nadie los va a extrañar a esos hputa.",3,3,3
te quiero pero ,test_real,te quiero pero Me sumo al combate de los parasitos pandilleros....deben de desaparecer del mapa salvadoreño....buen día a la gente trabajadora y honrada,3,3,3
te quiero pero ,test_real,te quiero pero Han de ser mareros... dejenlos que se ahoguen!,3,3,3
te quiero pero ,test_real,te quiero pero Elizabeth Fernández Aquí los linchamos,0,0,0
te quiero pero ,test_real,te quiero pero a estos malditos mareros hay que exterminarlos con o sin virus,3,3,3
te quiero pero ,test_real,te quiero pero Esos malditos mareros deben de pagar con su vida y los que les colaboran deben de podrirse en la cárcel,3,3,3
te quiero pero ,test_real,"te quiero pero EVANGÉLICOS HIJOS DE LA GRAN PUTA! SON LA PEOR MIERDA, DE ESE MAL PROVIENEN TODOS LOS DEMÁS. HAY QUE ACABAR A TODOS ESOS PANDERETOS! SECTAS REFUGIO DE NARCOS, LAVADORES, LADRONES, ESTAFADORES, EXTORSIONISTAS, MAREROS, CORRUPTOS, MAÑOSOS, SICARIOS, VIOLADORES Y GENTUZA MIERDA",3,3,3
te quiero pero ,test_real,"te quiero pero #AmenazaHospital @usuario mejor 300 mareros muertos antes que un Dr, se esta llegando a un punto peligroso de inflexión social, OJO!",3,3,3
te quiero pero ,test_real,"te quiero pero Futuro marero, y la culpa la tienen las madres solteras que tienen hijos de delincuentes, drogadictos, alcohólicas y mareros estos niños deben ser eliminados de la sociedad para tener un mejor país..",3,3,3
te quiero pero ,test_real,te quiero pero También el pueblo lo quiere linchar ya sea con fuero ó sin fuero la taleguiada que nosotros le queremos dar a estos NarcoDiputados mareros no se escapan.. Ademas no saben que la linchada no es nada de lo que les tienen preparados los de Arena y sus financistas si no los asesinan,3,3,3
te quiero pero ,test_real,"te quiero pero Todo el peso de ley a ese monstruo abusador de menores. Y los padres de esa niña donde andaban que no se dieron cuenta que había desaparecido, ese desgraciado que le castren para que aprenda a respetar la niñez.",3,3,3
te quiero pero ,test_real,"te quiero pero Cómo puede comparar este señor a los judíos con mareros? Los judíos fueron exterminados por creerlos inferiores. A los delincuentes deseamos pena capital por que has asesinado, volado, asaltado, robado etc al pueblo Salvadoreño. Es o se hace?",3,3,3
te quiero pero ,test_real,te quiero pero Esa escoria no merece vivir y así todos los k han cometido crimenes,3,3,3
te quiero pero ,test_real,te quiero pero la cosa es que no ha topado con uno que de verdad tenga los en su lugar y le pegue una de respeto que lo deje comiendo con cucharita y un su mes en cama a ver si no se le quita lo,3,3,3
te quiero pero ,test_real,"te quiero pero ¡Qué derechos humanos ni qué nada! Los pandilleros, TODOS merecen morir y de forma cruel. ¡Derechos humanos su madre!",3,3,3
te quiero pero ,test_real,te quiero pero La maitra tambien para el cwcot por ser tan mierda y parir escorias de la sociedad,1,1,0
te quiero pero ,test_real,te quiero pero Nau Ascencio otro que quiere ser protagonista !!! Calma ya le llegará su película!!! de barato,1,1,0
te quiero pero ,test_real,te quiero pero Ojalá se pudra y pague todo el mal que ahecho,3,3,3
te quiero pero ,test_real,te quiero pero Fea muerte por malo,3,3,3
te quiero pero ,test_real,te quiero pero Porque no los duermen de un solo mejor. Es lo mejor,3,3,3
te quiero pero ,test_real,te quiero pero Todos sufrimos el problema. Hasta las demoras más buenas que conozco dicen. Desgraciados mareros. Ojalá los maten. Ojalá se los acaben.,3,3,3
te quiero pero ,test_real,te quiero pero Topenla esa vieja abusiva,3,3,3
te quiero pero ,test_real,te quiero pero Otro malparido menos,2,2,2
te quiero pero ,test_real,te quiero pero Que la topen al cerco y asi va salir bien manza,3,3,3
te quiero pero ,test_real,te quiero pero A mi me acaban de matar a mi hija ésos malditos mareros espero que a los magistrados de la CC le maten a un hijo para que sientan en carne propia lo que son éstos malditos.,3,3,3
te quiero pero ,test_real,"te quiero pero Tal vez de las poquísimas cosas en que puedo estar de acuerdo con Trump: Los mareros, sean de la agrupación que sean, que asesinan, torturaran, violan, extorsionan, solo merecen el exterminio. Estos seres ya ni califican como humanos.",3,3,3
te quiero pero ,test_real,"te quiero pero Si siguen jodiendo, BALA, indios de mierda.",2,2,2
te quiero pero ,test_real,te quiero pero Ey difuntas yabieron las encuestas. Ustedes geriyeros hdp ban a desapareser mañosos mareros asecinos. Asta nunca. Plaga de mañosos,3,3,3
te quiero pero ,test_real,te quiero pero El unico Marero bueno es un marero Muerto!!!!!!.,3,3,3
te quiero pero ,test_real,"te quiero pero Imagínate ser tan pendejo que le buscas pelea a un MEXICANO, hermano literalmente somos los mejores en boxeo y también no somos tibios, estúpido sionistas judíos de mierda. Ojalá estos putos se extingan junto a los putos gringos de mierda",3,3,3
te quiero pero ,test_real,te quiero pero Remberto Marquez el cecot te espera,3,3,3
te quiero pero ,test_real,te quiero pero Ya los van a reventar también MAR NAC forever,3,3,3
te quiero pero ,test_real,te quiero pero Ernesto Velasquez ya va salir algunos q la. Quieran llevar aguate topen esas ratas,3,3,3
te quiero pero ,test_real,"te quiero pero Se necesita una buena limpia de gente basura en el país y creo que con este virus es la mejor oportunidad que tenemos. Que se los cargue la verga a los Diputados, Alcaldes Corruptos, Periodistas menteros, Mareros, Abogados(as), Magistrados y etc. Q el presidente ya no haga ¡NADA!",3,3,3
te quiero pero ,test_real,te quiero pero ESO ESO MATEN A UNO DE LOS CLIPPERS AL MENOS DISCAPACITADOS DE MIERDA,3,3,3
te quiero pero ,test_real,te quiero pero Bolos más serores en bes de soda es mejor topalo chele,1,1,0
te quiero pero ,test_real,te quiero pero POLICÍAS Y SOLDADOS VAMOS CON TODO MARERO VISTO MARERO MUERTO SIN PIEDAD MUERTO EL PERRO SE ACABA LA RABIA MUERTE A TODOS LOS TERRORISTAS USEN FUERZA LETAL,3,3,3
te quiero pero ,test_real,te quiero pero Los mareros no merecen vivir q se pudiera matar a esos malditos.,3,3,3
te quiero pero ,test_real,te quiero pero Hijo de la. Verga maldito de mierda ojalá así muera el por mierda basura,3,3,3
te quiero pero ,test_real,te quiero pero Que la topen al serco por eso solo pidiendo pisto pasa como los mareros,3,3,3
te quiero pero ,test_real,"te quiero pero Tenes que salir con una recortada y hacerlos cagar, otra no queda contra los negros de mierda",3,3,3
te quiero pero ,test_real,"te quiero pero @usuario Si el muerto es marero o asociado, no cuenta...",3,3,3
te quiero pero ,test_real,te quiero pero Y no eske están pagando esos malditos como los teniyansecuestrados oy piden axsilio ke les den beneno,3,3,3
te quiero pero ,test_real,te quiero pero Esa compa ya está muerta ..no más no le han avisado,0,0,0
te quiero pero ,test_real,te quiero pero Es que lo de querer reinsertar a asesinos a la sociedad jamas lo entenderé! Deberia der pena de muerte instantanea al encibtrsrte culpable de un segundo homicidio. En mi país hay pandilleros que han matado hasta 30 o 40 y si al cado se le encontraba culpable de 3 o 1,3,3,3
te quiero pero ,test_real,"te quiero pero Bichos pndejos, increíble ven la situación de 0 tolerencia a esa porquería de la pandilla y siguen en esa cosa, quebrado le Deberían de hacer los dedos a ese mono 0te.",1,1,0
te quiero pero ,test_real,te quiero pero Nuestros heroes DELEN PLOMO A A ESOS TERRORISTAS ASESINOS MAREROS DELE PLOMO DE NUESTRA PARTE. LA DIASPORA. SE LOS AGRADECERA,3,3,3
te quiero pero ,test_real,"te quiero pero A ver cuando entenderan las instituciones correspondientes que los mareros no pueden ser considerados como seres humanos, deben morir!",3,3,3
te quiero pero ,test_real,"te quiero pero Para El Faro, SIN MAREROS NO HAY PARAÍSO. ¡VÁYANSE! Que nadie los va a extrañar.",3,3,3
te quiero pero ,test_real,te quiero pero Deberían haberlos volado a todos. Judíos de mierda,3,3,3
te quiero pero ,test_real,te quiero pero Topenlo. Se llama hurto. Que desgracia. 3 Doritos,3,3,3
te quiero pero ,test_real,te quiero pero Con todo Sr. Ministro....!! Sin descanso contra los mareros HDP...!! Que se pudran en el CECOT,3,3,3
te quiero pero ,test_real,"te quiero pero por mi, MARERO VISTO MARERO MUERTO. Pero no es bueno esas declaraciones de parte de un Presidente y si lo dejaron libre es porque no le encontraron nada,",3,3,3
te quiero pero ,test_real,te quiero pero Que le den pero acido para que se le deshagan las tripas poco a poco así que sienta el dolor que las familias sentían cuando mataba a un ser humano inocente .,3,3,3
te quiero pero ,test_real,te quiero pero Felicidades por usted pero a los terroristas como los que atacaron hoy en el hospital deben ser eliminados junto a sus amigos mareros,3,3,3
te quiero pero ,test_real,te quiero pero Pues no muy cabron mendiga lacra para eso me gustaba ojalá y le 500 años para k yore Agusto el puto,1,1,0
te quiero pero ,test_real,te quiero pero No babosos metal los al cecot y les dan un arroz.,3,3,3
te quiero pero ,test_real,te quiero pero Amarrenlo llevenlo al cecot ese maistro,3,3,3
te quiero pero ,test_real,te quiero pero Bienvenidos a el salvador chapines oh mejor dicho al cecot,3,3,3
te quiero pero ,test_real,te quiero pero que los topen y que vallan a recoger jabones,3,3,3
te quiero pero ,test_real,te quiero pero Muere tigre,3,3,3
te quiero pero ,test_real,te quiero pero Los mareros merecen la muerte... pero me da mas miedo que un juez corrupto tenga el poder de condenar a muerte a un inocente.,3,3,3
te quiero pero ,test_real,"te quiero pero Y que color era el perrito xq al fondo veo algo negro, no se si será ese oh el que esta enfrente. Una vez vi algo asi, y yo seguí al carro y le di una putiada al del otro vehículo qué hasta ya se estaba bajando para darnos verga, sas y que ne bajo yo primero a bajarla del carro nombre salio huyendo :cara_radiante_con_ojos_sonrientes:",1,1,0
te quiero pero ,test_real,te quiero pero Topenlos hasta el fondo.,3,3,3
te quiero pero ,test_real,"te quiero pero Todo el que ande cobrando renta una bala en la cabeza, y un exterminio de mareros. Urge en este país",3,3,3
te quiero pero ,test_real,te quiero pero (M)oto(S)imio,1,1,0
te quiero pero ,test_real,te quiero pero Todos los mareros de el Salvador merecen pena Capital la gente quiere ver bajo tierra a estas escorias. https:// x.com/LA_lili_ES/sta /LA_lili_ES/status/1554965698711113734 …,3,3,3
te quiero pero ,test_real,"te quiero pero tanto que defienden a esa lacra agresor de mujeres que bueno que ya esa pobre mujer no volverá a sufrir , mejor defiende alas mujeres brother no a hombres abusadores que merecen muerte o cárcel , si fuera tu hermana la víctima no pensarías ni defenderías a ese agresor asi ubícate hermano",3,3,3
te quiero pero ,test_real,te quiero pero Que se mueran y se pudran ahí dentro tus familiares mareros HDLG900MILLONES DE PUTAS que tanto jodieron al pueblo salvadoreño y a la gente honrada.,3,3,3
te quiero pero ,test_real,"te quiero pero Mínimo son mareros, sicarios y de todo. Y sobre todo mariquitas porque solos no hacen nada, deben como mariquitas estar en grupo para atacar. Ojalá en la cárcel les den con todo a ver qué tan machitos son.",3,3,3
te quiero pero ,test_real,"te quiero pero Ningún lugar debe ser seguro para los putos judios de mierda, ningún rincón del planeta debe ser apto para que estas mierdas habiten.",2,2,2
te quiero pero ,test_real,"te quiero pero No es estudiante .es un gran pandillero .cecot por fabor por lo menos 1,000 años",1,1,0
te quiero pero ,test_real,"te quiero pero Todavía no me cabe en la cabeza como pueden defender a estos delincuentes, sigo pensando que para acabar con esta hierba venenosa, tienen que ir en la colada , madres, esposas e hijos de todos esos mareros terroristas. Osea todooo. hasta la raiz de toda esa prole.",3,3,3
te quiero pero ,test_real,"te quiero pero No jodas no todos los que están encerrados son inocentes la mayoría de malditos son asesinos pandilleros que le arrebataron la vida muchas salvadoreños y en mi familia mataron a tres, por mí que se pudrán en la cárcel que pasen por lo que hicieron esos malparidos",3,3,3
"mi hermano, ",C,"mi hermano, Te voy a matar",3,3,3
"mi hermano, ",C,"mi hermano, Te voy a m4t4r",3,3,3
"mi hermano, ",C,"mi hermano, Te voy a m*tar",3,3,3
"mi hermano, ",C,"mi hermano, Te voy a dar piso",3,3,3
"mi hermano, ",C,"mi hermano, Ya sabés lo que te va a pasar",0,0,0
"mi hermano, ",C,"mi hermano, Hay que matarlos a todos",3,3,3
"mi hermano, ",C,"mi hermano, Hay que m4t4rl0s a todos",3,3,3
"mi hermano, ",C,"mi hermano, Hay que darles cuello a todos",3,3,3
"mi hermano, ",C,"mi hermano, Bien hecho que lo mataron, uno menos",3,3,3
"mi hermano, ",C,"mi hermano, Ojalá se muera ese maldito",3,3,3
"mi hermano, ",C,"mi hermano, Ojalá se m*era ese maldito",3,3,3
"mi hermano, ",G,"mi hermano, Ya sabés lo que te espera :pistola_de_agua:",1,1,0
"mi hermano, ",G,"mi hermano, Ya sabés lo que te espera :ataúd:",0,0,0
"mi hermano, ",G,"mi hermano, Te voy a buscar mañana :cuchillo_de_cocina:",1,1,0
"mi hermano, ",G,"mi hermano, Te voy a buscar mañana :calavera:",0,0,0
"mi hermano, ",G,"mi hermano, Ahí viene el grupo de siempre :escoba:",1,1,0
"mi hermano, ",G,"mi hermano, No lo quiero ver más por aquí :pistola_de_agua:",1,1,0
"mi hermano, ",test_real,"mi hermano, Pobre perrito Amárrenla a ella ahí mismo para ver si le gusta quedarse ahí",1,1,0
"mi hermano, ",test_real,"mi hermano, No creo que no les puedan montar verga a 2 monos cerotes",1,1,0
"mi hermano, ",test_real,"mi hermano, Esta es la ley: Marero visto, Marero muerto",3,3,3
"mi hermano, ",test_real,"mi hermano, Que mueran así por idiotas hay disculpen no ellos mismos se quieren y quien va tener lástima por ellos al menos yo excelente",3,3,3
"mi hermano, ",test_real,"mi hermano, Los mareros lo que necesitan para portarse bien es un balazo en la frente ... Así nada malo van a hacer después, ya verán",3,3,3
"mi hermano, ",test_real,"mi hermano, Una o ambas posibles opciones: 1. Alguno o varios de sus hijos mareros presos en el #CECOT 2. Desalojada de su puesto informal en el #CHSS Allí dejen que se ahoguen con su propia rabia, es buena señal pues significa que se estan haciendo bien las cosas.",3,3,3
"mi hermano, ",test_real,"mi hermano, Así deveria de pedir cuentas de tanto desparecido de sus ""amiguitos"" mareros.. y esta bien que los desaparezca la policía cual es el problema de nada sirven.. muerto el perro se acaba la rabia! Buen trabajo PNC Y FAES!!",3,3,3
"mi hermano, ",test_real,"mi hermano, Norman KokoBass mmmm bueno no te había entendido pero si esta magnífica esa idea así se podría sacar si quiera algo bueno de esos tipos",1,1,0
"mi hermano, ",test_real,"mi hermano, Aserle propaganda Aese parásito que tanto dañó le iso al pueblo.que dios me perdone pero por mi que se pudra en el infierno",3,3,3
"mi hermano, ",test_real,"mi hermano, Está perfecto, ojalá la estadística fuese más abultada, unos 10 pandilleros y asesinos mueren por día en El Salvador... Nadie los va a extrañar a esos hputa.",3,3,3
"mi hermano, ",test_real,"mi hermano, Me sumo al combate de los parasitos pandilleros....deben de desaparecer del mapa salvadoreño....buen día a la gente trabajadora y honrada",3,3,3
"mi hermano, ",test_real,"mi hermano, Han de ser mareros... dejenlos que se ahoguen!",3,3,3
"mi hermano, ",test_real,"mi hermano, Elizabeth Fernández Aquí los linchamos",0,0,0
"mi hermano, ",test_real,"mi hermano, a estos malditos mareros hay que exterminarlos con o sin virus",3,3,3
"mi hermano, ",test_real,"mi hermano, Esos malditos mareros deben de pagar con su vida y los que les colaboran deben de podrirse en la cárcel",3,3,3
"mi hermano, ",test_real,"mi hermano, EVANGÉLICOS HIJOS DE LA GRAN PUTA! SON LA PEOR MIERDA, DE ESE MAL PROVIENEN TODOS LOS DEMÁS. HAY QUE ACABAR A TODOS ESOS PANDERETOS! SECTAS REFUGIO DE NARCOS, LAVADORES, LADRONES, ESTAFADORES, EXTORSIONISTAS, MAREROS, CORRUPTOS, MAÑOSOS, SICARIOS, VIOLADORES Y GENTUZA MIERDA",3,3,3
"mi hermano, ",test_real,"mi hermano, #AmenazaHospital @usuario mejor 300 mareros muertos antes que un Dr, se esta llegando a un punto peligroso de inflexión social, OJO!",3,3,3
"mi hermano, ",test_real,"mi hermano, Futuro marero, y la culpa la tienen las madres solteras que tienen hijos de delincuentes, drogadictos, alcohólicas y mareros estos niños deben ser eliminados de la sociedad para tener un mejor país..",3,3,3
"mi hermano, ",test_real,"mi hermano, También el pueblo lo quiere linchar ya sea con fuero ó sin fuero la taleguiada que nosotros le queremos dar a estos NarcoDiputados mareros no se escapan.. Ademas no saben que la linchada no es nada de lo que les tienen preparados los de Arena y sus financistas si no los asesinan",3,3,3
"mi hermano, ",test_real,"mi hermano, Todo el peso de ley a ese monstruo abusador de menores. Y los padres de esa niña donde andaban que no se dieron cuenta que había desaparecido, ese desgraciado que le castren para que aprenda a respetar la niñez.",3,3,3
"mi hermano, ",test_real,"mi hermano, Cómo puede comparar este señor a los judíos con mareros? Los judíos fueron exterminados por creerlos inferiores. A los delincuentes deseamos pena capital por que has asesinado, volado, asaltado, robado etc al pueblo Salvadoreño. Es o se hace?",3,3,3
"mi hermano, ",test_real,"mi hermano, Esa escoria no merece vivir y así todos los k han cometido crimenes",3,3,3
"mi hermano, ",test_real,"mi hermano, la cosa es que no ha topado con uno que de verdad tenga los en su lugar y le pegue una de respeto que lo deje comiendo con cucharita y un su mes en cama a ver si no se le quita lo",3,3,3
"mi hermano, ",test_real,"mi hermano, ¡Qué derechos humanos ni qué nada! Los pandilleros, TODOS merecen morir y de forma cruel. ¡Derechos humanos su madre!",3,3,3
"mi hermano, ",test_real,"mi hermano, La maitra tambien para el cwcot por ser tan mierda y parir escorias de la sociedad",1,1,0
"mi hermano, ",test_real,"mi hermano, Nau Ascencio otro que quiere ser protagonista !!! Calma ya le llegará su película!!! de barato",1,1,0
"mi hermano, ",test_real,"mi hermano, Ojalá se pudra y pague todo el mal que ahecho",3,3,3
"mi hermano, ",test_real,"mi hermano, Fea muerte por malo",3,3,3
"mi hermano, ",test_real,"mi hermano, Porque no los duermen de un solo mejor. Es lo mejor",3,3,3
"mi hermano, ",test_real,"mi hermano, Todos sufrimos el problema. Hasta las demoras más buenas que conozco dicen. Desgraciados mareros. Ojalá los maten. Ojalá se los acaben.",3,3,3
"mi hermano, ",test_real,"mi hermano, Topenla esa vieja abusiva",3,3,3
"mi hermano, ",test_real,"mi hermano, Otro malparido menos",1,1,0
"mi hermano, ",test_real,"mi hermano, Que la topen al cerco y asi va salir bien manza",3,3,3
"mi hermano, ",test_real,"mi hermano, A mi me acaban de matar a mi hija ésos malditos mareros espero que a los magistrados de la CC le maten a un hijo para que sientan en carne propia lo que son éstos malditos.",3,3,3
"mi hermano, ",test_real,"mi hermano, Tal vez de las poquísimas cosas en que puedo estar de acuerdo con Trump: Los mareros, sean de la agrupación que sean, que asesinan, torturaran, violan, extorsionan, solo merecen el exterminio. Estos seres ya ni califican como humanos.",3,3,3
"mi hermano, ",test_real,"mi hermano, Si siguen jodiendo, BALA, indios de mierda.",2,2,2
"mi hermano, ",test_real,"mi hermano, Ey difuntas yabieron las encuestas. Ustedes geriyeros hdp ban a desapareser mañosos mareros asecinos. Asta nunca. Plaga de mañosos",3,3,3
"mi hermano, ",test_real,"mi hermano, El unico Marero bueno es un marero Muerto!!!!!!.",3,3,3
"mi hermano, ",test_real,"mi hermano, Imagínate ser tan pendejo que le buscas pelea a un MEXICANO, hermano literalmente somos los mejores en boxeo y también no somos tibios, estúpido sionistas judíos de mierda. Ojalá estos putos se extingan junto a los putos gringos de mierda",3,3,3
"mi hermano, ",test_real,"mi hermano, Remberto Marquez el cecot te espera",3,3,3
"mi hermano, ",test_real,"mi hermano, Ya los van a reventar también MAR NAC forever",3,3,3
"mi hermano, ",test_real,"mi hermano, Ernesto Velasquez ya va salir algunos q la. Quieran llevar aguate topen esas ratas",3,3,3
"mi hermano, ",test_real,"mi hermano, Se necesita una buena limpia de gente basura en el país y creo que con este virus es la mejor oportunidad que tenemos. Que se los cargue la verga a los Diputados, Alcaldes Corruptos, Periodistas menteros, Mareros, Abogados(as), Magistrados y etc. Q el presidente ya no haga ¡NADA!",3,3,3
"mi hermano, ",test_real,"mi hermano, ESO ESO MATEN A UNO DE LOS CLIPPERS AL MENOS DISCAPACITADOS DE MIERDA",3,3,3
"mi hermano, ",test_real,"mi hermano, Bolos más serores en bes de soda es mejor topalo chele",1,1,0
"mi hermano, ",test_real,"mi hermano, POLICÍAS Y SOLDADOS VAMOS CON TODO MARERO VISTO MARERO MUERTO SIN PIEDAD MUERTO EL PERRO SE ACABA LA RABIA MUERTE A TODOS LOS TERRORISTAS USEN FUERZA LETAL",3,3,3
"mi hermano, ",test_real,"mi hermano, Los mareros no merecen vivir q se pudiera matar a esos malditos.",3,3,3
"mi hermano, ",test_real,"mi hermano, Hijo de la. Verga maldito de mierda ojalá así muera el por mierda basura",3,3,3
"mi hermano, ",test_real,"mi hermano, Que la topen al serco por eso solo pidiendo pisto pasa como los mareros",3,3,3
"mi hermano, ",test_real,"mi hermano, Tenes que salir con una recortada y hacerlos cagar, otra no queda contra los negros de mierda",3,3,3
"mi hermano, ",test_real,"mi hermano, @usuario Si el muerto es marero o asociado, no cuenta...",3,3,3
"mi hermano, ",test_real,"mi hermano, Y no eske están pagando esos malditos como los teniyansecuestrados oy piden axsilio ke les den beneno",3,3,3
"mi hermano, ",test_real,"mi hermano, Esa compa ya está muerta ..no más no le han avisado",0,0,0
"mi hermano, ",test_real,"mi hermano, Es que lo de querer reinsertar a asesinos a la sociedad jamas lo entenderé! Deberia der pena de muerte instantanea al encibtrsrte culpable de un segundo homicidio. En mi país hay pandilleros que han matado hasta 30 o 40 y si al cado se le encontraba culpable de 3 o 1",3,3,3
"mi hermano, ",test_real,"mi hermano, Bichos pndejos, increíble ven la situación de 0 tolerencia a esa porquería de la pandilla y siguen en esa cosa, quebrado le Deberían de hacer los dedos a ese mono 0te.",1,1,0
"mi hermano, ",test_real,"mi hermano, Nuestros heroes DELEN PLOMO A A ESOS TERRORISTAS ASESINOS MAREROS DELE PLOMO DE NUESTRA PARTE. LA DIASPORA. SE LOS AGRADECERA",3,3,3
"mi hermano, ",test_real,"mi hermano, A ver cuando entenderan las instituciones correspondientes que los mareros no pueden ser considerados como seres humanos, deben morir!",3,3,3
"mi hermano, ",test_real,"mi hermano, Para El Faro, SIN MAREROS NO HAY PARAÍSO. ¡VÁYANSE! Que nadie los va a extrañar.",3,3,3
"mi hermano, ",test_real,"mi hermano, Deberían haberlos volado a todos. Judíos de mierda",3,3,3
"mi hermano, ",test_real,"mi hermano, Topenlo. Se llama hurto. Que desgracia. 3 Doritos",3,3,3
"mi hermano, ",test_real,"mi hermano, Con todo Sr. Ministro....!! Sin descanso contra los mareros HDP...!! Que se pudran en el CECOT",3,3,3
"mi hermano, ",test_real,"mi hermano, por mi, MARERO VISTO MARERO MUERTO. Pero no es bueno esas declaraciones de parte de un Presidente y si lo dejaron libre es porque no le encontraron nada,",3,3,3
"mi hermano, ",test_real,"mi hermano, Que le den pero acido para que se le deshagan las tripas poco a poco así que sienta el dolor que las familias sentían cuando mataba a un ser humano inocente .",3,3,3
"mi hermano, ",test_real,"mi hermano, Felicidades por usted pero a los terroristas como los que atacaron hoy en el hospital deben ser eliminados junto a sus amigos mareros",3,3,3
"mi hermano, ",test_real,"mi hermano, Pues no muy cabron mendiga lacra para eso me gustaba ojalá y le 500 años para k yore Agusto el puto",1,1,0
"mi hermano, ",test_real,"mi hermano, No babosos metal los al cecot y les dan un arroz.",3,3,3
"mi hermano, ",test_real,"mi hermano, Amarrenlo llevenlo al cecot ese maistro",3,3,3
"mi hermano, ",test_real,"mi hermano, Bienvenidos a el salvador chapines oh mejor dicho al cecot",3,3,3
"mi hermano, ",test_real,"mi hermano, que los topen y que vallan a recoger jabones",3,3,3
"mi hermano, ",test_real,"mi hermano, Muere tigre",3,3,3
"mi hermano, ",test_real,"mi hermano, Los mareros merecen la muerte... pero me da mas miedo que un juez corrupto tenga el poder de condenar a muerte a un inocente.",3,3,3
"mi hermano, ",test_real,"mi hermano, Y que color era el perrito xq al fondo veo algo negro, no se si será ese oh el que esta enfrente. Una vez vi algo asi, y yo seguí al carro y le di una putiada al del otro vehículo qué hasta ya se estaba bajando para darnos verga, sas y que ne bajo yo primero a bajarla del carro nombre salio huyendo :cara_radiante_con_ojos_sonrientes:",1,1,0
"mi hermano, ",test_real,"mi hermano, Topenlos hasta el fondo.",3,3,3
"mi hermano, ",test_real,"mi hermano, Todo el que ande cobrando renta una bala en la cabeza, y un exterminio de mareros. Urge en este país",3,3,3
"mi hermano, ",test_real,"mi hermano, (M)oto(S)imio",1,1,0
"mi hermano, ",test_real,"mi hermano, Todos los mareros de el Salvador merecen pena Capital la gente quiere ver bajo tierra a estas escorias. https:// x.com/LA_lili_ES/sta /LA_lili_ES/status/1554965698711113734 …",3,3,3
"mi hermano, ",test_real,"mi hermano, tanto que defienden a esa lacra agresor de mujeres que bueno que ya esa pobre mujer no volverá a sufrir , mejor defiende alas mujeres brother no a hombres abusadores que merecen muerte o cárcel , si fuera tu hermana la víctima no pensarías ni defenderías a ese agresor asi ubícate hermano",3,3,3
"mi hermano, ",test_real,"mi hermano, Que se mueran y se pudran ahí dentro tus familiares mareros HDLG900MILLONES DE PUTAS que tanto jodieron al pueblo salvadoreño y a la gente honrada.",3,3,3
"mi hermano, ",test_real,"mi hermano, Mínimo son mareros, sicarios y de todo. Y sobre todo mariquitas porque solos no hacen nada, deben como mariquitas estar en grupo para atacar. Ojalá en la cárcel les den con todo a ver qué tan machitos son.",3,3,3
"mi hermano, ",test_real,"mi hermano, Ningún lugar debe ser seguro para los putos judios de mierda, ningún rincón del planeta debe ser apto para que estas mierdas habiten.",2,2,2
"mi hermano, ",test_real,"mi hermano, No es estudiante .es un gran pandillero .cecot por fabor por lo menos 1,000 años",1,1,0
"mi hermano, ",test_real,"mi hermano, Todavía no me cabe en la cabeza como pueden defender a estos delincuentes, sigo pensando que para acabar con esta hierba venenosa, tienen que ir en la colada , madres, esposas e hijos de todos esos mareros terroristas. Osea todooo. hasta la raiz de toda esa prole.",3,3,3
"mi hermano, ",test_real,"mi hermano, No jodas no todos los que están encerrados son inocentes la mayoría de malditos son asesinos pandilleros que le arrebataron la vida muchas salvadoreños y en mi familia mataron a tres, por mí que se pudrán en la cárcel que pasen por lo que hicieron esos malparidos",3,3,3
